Дата         | Страна               | Добыча (1000 бар)
06.06.2006   | Angola               | 1459.2
06.06.2006   | Congo                | 220.5
06.06.2006   | Equatorial Guinea    | 176.2
06.06.2006   | Gabon                | 218.3
06.06.2006   | IR Iran              | 4130.1
06.06.2006   | Iraq                 | 1916.5
06.06.2006   | Kuwait               | 2694.5
06.06.2006   | Libya                | 1700.2
06.06.2006   | Nigeria              | 2233.8
06.06.2006   | United Arab Emirates | 2569.0
06.06.2006   | Venezuela            | 3001.0
06.06.2007   | Algeria              | 1391.3
06.06.2007   | Angola               | 1695.7
06.06.2007   | Congo                | 207.0
06.06.2007   | Equatorial Guinea    | 265.8
06.06.2007   | Gabon                | 229.8
06.06.2007   | IR Iran              | 4003.3
06.06.2007   | Iraq                 | 2091.7
06.06.2007   | Kuwait               | 2592.8
06.06.2007   | Libya                | 1698.2
06.06.2007   | Nigeria              | 2145.1
06.06.2007   | United Arab Emirates | 2483.5
06.06.2007   | Venezuela            | 2965.3
06.06.2008   | Algeria              | 1347.9
06.06.2008   | Angola               | 1844.9
06.06.2008   | Congo                | 305.3
06.06.2008   | Equatorial Guinea    | 262.4
06.06.2008   | Gabon                | 244.0
06.06.2008   | IR Iran              | 3986.0
06.06.2008   | Iraq                 | 2265.3
06.06.2008   | Kuwait               | 2738.9
06.06.2008   | Libya                | 1773.2
06.06.2008   | Nigeria              | 1972.4
06.06.2008   | United Arab Emirates | 2602.3
06.06.2008   | Venezuela            | 2943.2
06.06.2011   | Algeria              | 1101.4
06.06.2011   | Angola               | 1584.9
06.06.2011   | Congo                | 313.9
06.06.2011   | Equatorial Guinea    | 212.1
06.06.2011   | Gabon                | 216.8
06.06.2011   | IR Iran              | 3653.8
06.06.2011   | Iraq                 | 2686.8
06.06.2011   | Kuwait               | 2704.8
06.06.2011   | Libya                | 508.6
06.06.2011   | Nigeria              | 1890.4
06.06.2011   | United Arab Emirates | 2561.9
06.06.2011   | Venezuela            | 2924.6
06.06.2012   | Algeria              | 1195.8
06.06.2012   | Angola               | 1736.3
06.06.2012   | Congo                | 255.3
06.06.2012   | Equatorial Guinea    | 311.2
06.06.2012   | Gabon                | 237.6
06.06.2012   | IR Iran              | 3784.7
06.06.2012   | Iraq                 | 2965.1
06.06.2012   | Kuwait               | 2982.5
06.06.2012   | Libya                | 1466.1
06.06.2012   | Nigeria              | 1980.4
06.06.2012   | United Arab Emirates | 2606.8
06.06.2012   | Venezuela            | 2726.1
06.06.2013   | Algeria              | 1149.2
06.06.2013   | Angola               | 1575.7
06.06.2013   | Congo                | 271.7
06.06.2013   | Equatorial Guinea    | 247.8
06.06.2013   | Gabon                | 158.4
06.06.2013   | IR Iran              | 3565.6
06.06.2013   | Iraq                 | 2966.1
06.06.2013   | Kuwait               | 2991.9
06.06.2013   | Libya                | 1021.7
06.06.2013   | Nigeria              | 1753.2
06.06.2013   | United Arab Emirates | 2765.0
06.06.2013   | Venezuela            | 2885.8
06.06.2014   | Algeria              | 1042.6
06.06.2014   | Angola               | 1657.4
06.06.2014   | Congo                | 157.3
06.06.2014   | Equatorial Guinea    | 129.0
06.06.2014   | Gabon                | 187.5
06.06.2014   | IR Iran              | 3161.0
06.06.2014   | Iraq                 | 3082.5
06.06.2014   | Kuwait               | 2849.6
06.06.2014   | Libya                | 467.6
06.06.2014   | Nigeria              | 1783.7
06.06.2014   | United Arab Emirates | 2713.2
06.06.2014   | Venezuela            | 2688.4
06.06.2016   | Algeria              | 1129.4
06.06.2016   | Angola               | 1715.0
06.06.2016   | Congo                | 250.6
06.06.2016   | Equatorial Guinea    | 184.9
06.06.2016   | Gabon                | 269.0
06.06.2016   | IR Iran              | 3624.2
06.06.2016   | Iraq                 | 4681.0
06.06.2016   | Kuwait               | 2917.4
06.06.2016   | Libya                | 379.4
06.06.2016   | Nigeria              | 1388.9
06.06.2016   | United Arab Emirates | 3065.8
06.06.2016   | Venezuela            | 2427.9
06.06.2017   | Algeria              | 1068.2
06.06.2017   | Angola               | 1609.6
06.06.2017   | Congo                | 273.8
06.06.2017   | Equatorial Guinea    | 133.3
06.06.2017   | Gabon                | 288.6
06.06.2017   | IR Iran              | 3751.9
06.06.2017   | Iraq                 | 4488.3
06.06.2017   | Kuwait               | 2813.2
06.06.2017   | Libya                | 821.3
06.06.2017   | Nigeria              | 1471.2
06.06.2017   | United Arab Emirates | 2917.4
06.06.2017   | Venezuela            | 2074.7
06.06.2018   | Algeria              | 1081.2
06.06.2018   | Angola               | 1451.1
06.06.2018   | Congo                | 238.6
06.06.2018   | Equatorial Guinea    | 159.9
06.06.2018   | Gabon                | 150.2
06.06.2018   | IR Iran              | 3584.7
06.06.2018   | Iraq                 | 4403.3
06.06.2018   | Kuwait               | 2656.2
06.06.2018   | Libya                | 888.3
06.06.2018   | Nigeria              | 1693.2
06.06.2018   | United Arab Emirates | 3099.7
06.06.2018   | Venezuela            | 1511.8
06.06.2019   | Algeria              | 996.7
06.06.2019   | Angola               | 1371.6
06.06.2019   | Congo                | 399.5
06.06.2019   | Equatorial Guinea    | 129.3
06.06.2019   | Gabon                | 160.4
06.06.2019   | IR Iran              | 2336.4
06.06.2019   | Iraq                 | 4509.9
06.06.2019   | Kuwait               | 2721.5
06.06.2019   | Libya                | 1035.7
06.06.2019   | Nigeria              | 1707.3
06.06.2019   | United Arab Emirates | 3072.0
06.06.2019   | Venezuela            | 1046.4
06.06.2022   | Algeria              | 1013.2
06.06.2022   | Angola               | 1178.9
06.06.2022   | Congo                | 272.2
06.06.2022   | Equatorial Guinea    | 45.2
06.06.2022   | Gabon                | 181.7
06.06.2022   | IR Iran              | 2489.5
06.06.2022   | Iraq                 | 4491.2
06.06.2022   | Kuwait               | 2781.5
06.06.2022   | Libya                | 1033.1
06.06.2022   | Nigeria              | 1104.7
06.06.2022   | United Arab Emirates | 3043.2
06.06.2022   | Venezuela            | 702.9
06.07.2006   | Algeria              | 1447.0
06.07.2006   | Angola               | 1339.2
06.07.2006   | Congo                | 207.9
06.07.2006   | Equatorial Guinea    | 250.7
06.07.2006   | Gabon                | 205.8
06.07.2006   | IR Iran              | 4034.9
06.07.2006   | Iraq                 | 1884.3
06.07.2006   | Kuwait               | 2688.4
06.07.2006   | Libya                | 1778.6
06.07.2006   | Nigeria              | 2224.8
06.07.2006   | United Arab Emirates | 2534.4
06.07.2006   | Venezuela            | 3106.1
06.07.2007   | Algeria              | 1403.3
06.07.2007   | Angola               | 1658.8
06.07.2007   | Congo                | 229.2
06.07.2007   | Equatorial Guinea    | 354.5
06.07.2007   | Gabon                | 167.2
06.07.2007   | IR Iran              | 4066.7
06.07.2007   | Iraq                 | 1980.7
06.07.2007   | Kuwait               | 2553.9
06.07.2007   | Libya                | 1675.6
06.07.2007   | Nigeria              | 1949.8
06.07.2007   | United Arab Emirates | 2506.5
06.07.2007   | Venezuela            | 2961.2
06.07.2009   | Algeria              | 1174.8
06.07.2009   | Angola               | 1761.2
06.07.2009   | Congo                | 296.0
06.07.2009   | Equatorial Guinea    | 350.3
06.07.2009   | Gabon                | 176.0
06.07.2009   | IR Iran              | 3571.8
06.07.2009   | Iraq                 | 2399.7
06.07.2009   | Kuwait               | 2272.3
06.07.2009   | Libya                | 1464.0
06.07.2009   | Nigeria              | 1882.8
06.07.2009   | United Arab Emirates | 2240.3
06.07.2009   | Venezuela            | 2893.3
06.07.2010   | Algeria              | 1161.0
06.07.2010   | Angola               | 1727.7
06.07.2010   | Congo                | 331.9
06.07.2010   | Equatorial Guinea    | 181.4
06.07.2010   | Gabon                | 367.0
06.07.2010   | IR Iran              | 3442.3
06.07.2010   | Iraq                 | 2357.7
06.07.2010   | Kuwait               | 2351.3
06.07.2010   | Libya                | 1422.5
06.07.2010   | Nigeria              | 1976.9
06.07.2010   | United Arab Emirates | 2378.3
06.07.2010   | Venezuela            | 2921.0
06.07.2011   | Algeria              | 1135.3
06.07.2011   | Angola               | 1650.8
06.07.2011   | Congo                | 200.3
06.07.2011   | Equatorial Guinea    | 268.1
06.07.2011   | Gabon                | 183.3
06.07.2011   | IR Iran              | 3659.2
06.07.2011   | Iraq                 | 2621.5
06.07.2011   | Kuwait               | 2628.3
06.07.2011   | Libya                | 437.6
06.07.2011   | Nigeria              | 2003.2
06.07.2011   | United Arab Emirates | 2548.7
06.07.2011   | Venezuela            | 2936.1
06.07.2012   | Algeria              | 1166.6
06.07.2012   | Angola               | 1636.3
06.07.2012   | Congo                | 302.4
06.07.2012   | Equatorial Guinea    | 300.0
06.07.2012   | Gabon                | 264.1
06.07.2012   | IR Iran              | 3744.7
06.07.2012   | Iraq                 | 2974.1
06.07.2012   | Kuwait               | 3041.8
06.07.2012   | Libya                | 1479.4
06.07.2012   | Nigeria              | 2016.2
06.07.2012   | United Arab Emirates | 2727.1
06.07.2012   | Venezuela            | 2830.8
06.07.2015   | Algeria              | 1212.0
06.07.2015   | Angola               | 1734.8
06.07.2015   | Congo                | 268.3
06.07.2015   | Equatorial Guinea    | 106.1
06.07.2015   | Gabon                | 247.2
06.07.2015   | IR Iran              | 3155.2
06.07.2015   | Iraq                 | 3501.7
06.07.2015   | Kuwait               | 2891.4
06.07.2015   | Libya                | 413.4
06.07.2015   | Nigeria              | 1730.3
06.07.2015   | United Arab Emirates | 2982.2
06.07.2015   | Venezuela            | 2658.1
06.07.2016   | Algeria              | 1128.4
06.07.2016   | Angola               | 1704.4
06.07.2016   | Congo                | 234.6
06.07.2016   | Equatorial Guinea    | 187.6
06.07.2016   | Gabon                | 227.0
06.07.2016   | IR Iran              | 3670.8
06.07.2016   | Iraq                 | 4643.7
06.07.2016   | Kuwait               | 2914.2
06.07.2016   | Libya                | 457.0
06.07.2016   | Nigeria              | 1435.1
06.07.2016   | United Arab Emirates | 3123.0
06.07.2016   | Venezuela            | 2326.9
06.07.2017   | Algeria              | 1082.8
06.07.2017   | Angola               | 1597.9
06.07.2017   | Congo                | 199.3
06.07.2017   | Equatorial Guinea    | 171.3
06.07.2017   | Gabon                | 148.2
06.07.2017   | IR Iran              | 3860.8
06.07.2017   | Iraq                 | 4511.1
06.07.2017   | Kuwait               | 2696.0
06.07.2017   | Libya                | 819.7
06.07.2017   | Nigeria              | 1556.5
06.07.2017   | United Arab Emirates | 3006.6
06.07.2017   | Venezuela            | 2029.8
06.07.2018   | Algeria              | 1165.9
06.07.2018   | Angola               | 1452.5
06.07.2018   | Congo                | 357.3
06.07.2018   | Equatorial Guinea    | 128.3
06.07.2018   | Gabon                | 200.4
06.07.2018   | IR Iran              | 3551.7
06.07.2018   | Iraq                 | 4428.9
06.07.2018   | Kuwait               | 2727.5
06.07.2018   | Libya                | 910.8
06.07.2018   | Nigeria              | 1610.8
06.07.2018   | United Arab Emirates | 2983.4
06.07.2018   | Venezuela            | 1426.7
06.07.2020   | Algeria              | 816.3
06.07.2020   | Angola               | 1248.3
06.07.2020   | Congo                | 432.4
06.07.2020   | Equatorial Guinea    | 132.6
06.07.2020   | Gabon                | 274.7
06.07.2020   | IR Iran              | 1926.1
06.07.2020   | Iraq                 | 4002.2
06.07.2020   | Kuwait               | 2399.6
06.07.2020   | Libya                | 345.6
06.07.2020   | Nigeria              | 1468.7
06.07.2020   | United Arab Emirates | 2761.9
06.07.2020   | Venezuela            | 582.0
06.07.2021   | Algeria              | 875.3
06.07.2021   | Angola               | 1120.8
06.07.2021   | Congo                | 324.2
06.07.2021   | Equatorial Guinea    | 146.9
06.07.2021   | Gabon                | 187.9
06.07.2021   | IR Iran              | 2505.4
06.07.2021   | Iraq                 | 3959.1
06.07.2021   | Kuwait               | 2470.1
06.07.2021   | Libya                | 1187.0
06.07.2021   | Nigeria              | 1369.5
06.07.2021   | United Arab Emirates | 2748.2
06.07.2021   | Venezuela            | 680.1
06.07.2022   | Algeria              | 1053.8
06.07.2022   | Angola               | 1207.0
06.07.2022   | Congo                | 269.4
06.07.2022   | Equatorial Guinea    | 235.7
06.07.2022   | Gabon                | 169.5
06.07.2022   | IR Iran              | 2583.9
06.07.2022   | Iraq                 | 4453.6
06.07.2022   | Kuwait               | 2682.1
06.07.2022   | Libya                | 934.1
06.07.2022   | Nigeria              | 1127.8
06.07.2022   | United Arab Emirates | 3072.0
06.07.2022   | Venezuela            | 725.2
06.08.2007   | Algeria              | 1359.0
06.08.2007   | Angola               | 1754.7
06.08.2007   | Congo                | 273.4
06.08.2007   | Equatorial Guinea    | 287.6
06.08.2007   | Gabon                | 325.1
06.08.2007   | IR Iran              | 4116.0
06.08.2007   | Iraq                 | 2046.2
06.08.2007   | Kuwait               | 2572.1
06.08.2007   | Libya                | 1591.1
06.08.2007   | Nigeria              | 2091.7
06.08.2007   | United Arab Emirates | 2505.6
06.08.2007   | Venezuela            | 3042.0
06.08.2008   | Algeria              | 1373.5
06.08.2008   | Angola               | 1900.1
06.08.2008   | Congo                | 196.2
06.08.2008   | Equatorial Guinea    | 397.1
06.08.2008   | Gabon                | 248.3
06.08.2008   | IR Iran              | 4070.2
06.08.2008   | Iraq                 | 2327.6
06.08.2008   | Kuwait               | 2555.6
06.08.2008   | Libya                | 1698.2
06.08.2008   | Nigeria              | 1930.2
06.08.2008   | United Arab Emirates | 2587.6
06.08.2008   | Venezuela            | 3026.7
06.08.2009   | Algeria              | 1224.5
06.08.2009   | Angola               | 1642.3
06.08.2009   | Congo                | 282.2
06.08.2009   | Equatorial Guinea    | 241.5
