Дата         | Страна               | Среднедневная добыча за год (1000 бар/д)
03.02.2011   | Venezuela            | 2880.907
03.02.2012   | Algeria              | 1199.795
03.02.2012   | Angola               | 1704.001
03.02.2012   | Congo                | 262.87
03.02.2012   | Equatorial Guinea    | 247.143
03.02.2012   | Gabon                | 227.255
03.02.2012   | IR Iran              | 3739.751
03.02.2012   | Iraq                 | 2942.407
03.02.2012   | Kuwait               | 2977.56
03.02.2012   | Libya                | 1449.994
03.02.2012   | Nigeria              | 1954.074
03.02.2012   | United Arab Emirates | 2653.0
03.02.2012   | Venezuela            | 2803.93
03.02.2014   | Algeria              | 1192.833
03.02.2014   | Angola               | 1653.688
03.02.2014   | Congo                | 241.459
03.02.2014   | Equatorial Guinea    | 201.498
03.02.2014   | Gabon                | 214.913
03.02.2014   | IR Iran              | 3117.082
03.02.2014   | Iraq                 | 3110.471
03.02.2014   | Kuwait               | 2866.78
03.02.2014   | Libya                | 479.899
03.02.2014   | Nigeria              | 1807.047
03.02.2014   | United Arab Emirates | 2794.0
03.02.2014   | Venezuela            | 2682.633
03.02.2015   | Algeria              | 1157.082
03.02.2015   | Angola               | 1767.068
03.02.2015   | Congo                | 234.136
03.02.2015   | Equatorial Guinea    | 186.789
03.02.2015   | Gabon                | 218.312
03.02.2015   | IR Iran              | 3151.644
03.02.2015   | Iraq                 | 3504.137
03.02.2015   | Kuwait               | 2858.685
03.02.2015   | Libya                | 400.31
03.02.2015   | Nigeria              | 1748.191
03.02.2015   | United Arab Emirates | 2988.885
03.02.2015   | Venezuela            | 2653.871
03.02.2016   | Algeria              | 1146.295
03.02.2016   | Angola               | 1721.62
03.02.2016   | Congo                | 225.008
03.02.2016   | Equatorial Guinea    | 163.205
03.02.2016   | Gabon                | 220.693
03.02.2016   | IR Iran              | 3651.298
03.02.2016   | Iraq                 | 4647.795
03.02.2016   | Kuwait               | 2954.265
03.02.2016   | Libya                | 388.945
03.02.2016   | Nigeria              | 1427.262
03.02.2016   | United Arab Emirates | 3088.284
03.02.2016   | Venezuela            | 2372.503
03.02.2017   | Algeria              | 1058.693
03.02.2017   | Angola               | 1632.238
03.02.2017   | Congo                | 262.73
03.02.2017   | Equatorial Guinea    | 128.6
03.02.2017   | Gabon                | 210.066
03.02.2017   | IR Iran              | 3867.315
03.02.2017   | Iraq                 | 4468.663
03.02.2017   | Kuwait               | 2704.236
03.02.2017   | Libya                | 807.594
03.02.2017   | Nigeria              | 1535.639
03.02.2017   | United Arab Emirates | 2966.526
03.02.2017   | Venezuela            | 2034.802
03.02.2020   | Algeria              | 898.738
03.02.2020   | Angola               | 1271.46
03.02.2020   | Congo                | 299.936
03.02.2020   | Equatorial Guinea    | 113.575
03.02.2020   | Gabon                | 207.419
03.02.2020   | IR Iran              | 1990.624
03.02.2020   | Iraq                 | 3996.617
03.02.2020   | Kuwait               | 2438.003
03.02.2020   | Libya                | 389.334
03.02.2020   | Nigeria              | 1493.226
03.02.2020   | United Arab Emirates | 2778.552
03.02.2020   | Venezuela            | 568.571
03.02.2021   | Algeria              | 910.877
03.02.2021   | Angola               | 1124.457
03.02.2021   | Congo                | 266.646
03.02.2021   | Equatorial Guinea    | 93.32
03.02.2021   | Gabon                | 181.168
03.02.2021   | IR Iran              | 2392.117
03.02.2021   | Iraq                 | 3971.367
03.02.2021   | Kuwait               | 2414.956
03.02.2021   | Libya                | 1207.091
03.02.2021   | Nigeria              | 1322.759
03.02.2021   | United Arab Emirates | 2717.603
03.02.2021   | Venezuela            | 636.0
03.02.2022   | Algeria              | 1020.258
03.02.2022   | Angola               | 1136.711
03.02.2022   | Congo                | 261.604
03.02.2022   | Equatorial Guinea    | 81.295
03.02.2022   | Gabon                | 190.547
03.02.2022   | IR Iran              | 2554.267
03.02.2022   | Iraq                 | 4452.528
03.02.2022   | Kuwait               | 2707.038
03.02.2022   | Libya                | 981.282
03.02.2022   | Nigeria              | 1137.913
03.02.2022   | United Arab Emirates | 3064.181
03.02.2022   | Venezuela            | 716.395
03.03.2006   | Algeria              | 1368.83
03.03.2006   | Angola               | 1384.6
03.03.2006   | Congo                | 260.388
03.03.2006   | Equatorial Guinea    | 281.781
03.03.2006   | Gabon                | 227.714
03.03.2006   | IR Iran              | 4072.6
03.03.2006   | Iraq                 | 1957.224687843193
03.03.2006   | Kuwait               | 2664.5
03.03.2006   | Libya                | 1751.186
03.03.2006   | Nigeria              | 2233.884
03.03.2006   | United Arab Emirates | 2568.0
03.03.2006   | Venezuela            | 3035.6
03.03.2008   | Algeria              | 1356.0
03.03.2008   | Angola               | 1896.343
03.03.2008   | Congo                | 244.367
03.03.2008   | Equatorial Guinea    | 302.162
03.03.2008   | Gabon                | 228.279
03.03.2008   | IR Iran              | 4055.672
03.03.2008   | Iraq                 | 2280.538
03.03.2008   | Kuwait               | 2676.01
03.03.2008   | Libya                | 1721.484
03.03.2008   | Nigeria              | 2017.366
03.03.2008   | United Arab Emirates | 2572.2
03.03.2008   | Venezuela            | 2957.536
03.03.2009   | Algeria              | 1216.0
03.03.2009   | Angola               | 1738.884
03.03.2009   | Congo                | 271.763
03.03.2009   | Equatorial Guinea    | 262.488
03.03.2009   | Gabon                | 228.258
03.03.2009   | IR Iran              | 3557.083
03.03.2009   | Iraq                 | 2336.181
03.03.2009   | Kuwait               | 2261.61
03.03.2009   | Libya                | 1473.937
03.03.2009   | Nigeria              | 1841.984
03.03.2009   | United Arab Emirates | 2241.638
03.03.2009   | Venezuela            | 2878.06
03.03.2010   | Algeria              | 1189.839
03.03.2010   | Angola               | 1757.6
03.03.2010   | Congo                | 308.146
03.03.2010   | Equatorial Guinea    | 240.972
03.03.2010   | Gabon                | 241.114
03.03.2010   | IR Iran              | 3544.0
03.03.2010   | Iraq                 | 2358.074
03.03.2010   | Kuwait               | 2312.12
03.03.2010   | Libya                | 1486.605
03.03.2010   | Nigeria              | 2048.269
03.03.2010   | United Arab Emirates | 2323.829
03.03.2010   | Venezuela            | 2853.638
03.03.2011   | Algeria              | 1161.608
03.03.2011   | Angola               | 1618.047
03.03.2011   | Congo                | 289.431
03.03.2011   | Equatorial Guinea    | 228.805
03.03.2011   | Gabon                | 241.32
03.03.2011   | IR Iran              | 3576.0
03.03.2011   | Iraq                 | 2652.625
03.03.2011   | Kuwait               | 2658.69
03.03.2011   | Libya                | 489.456
03.03.2011   | Nigeria              | 1974.808
03.03.2011   | United Arab Emirates | 2564.17
03.03.2011   | Venezuela            | 2880.907
03.03.2014   | Algeria              | 1192.833
03.03.2014   | Angola               | 1653.688
03.03.2014   | Congo                | 241.459
03.03.2014   | Equatorial Guinea    | 201.498
03.03.2014   | Gabon                | 214.913
03.03.2014   | IR Iran              | 3117.082
03.03.2014   | Iraq                 | 3110.471
03.03.2014   | Kuwait               | 2866.78
03.03.2014   | Libya                | 479.899
03.03.2014   | Nigeria              | 1807.047
03.03.2014   | United Arab Emirates | 2794.0
03.03.2014   | Venezuela            | 2682.633
03.03.2015   | Algeria              | 1157.082
03.03.2015   | Angola               | 1767.068
03.03.2015   | Congo                | 234.136
03.03.2015   | Equatorial Guinea    | 186.789
03.03.2015   | Gabon                | 218.312
03.03.2015   | IR Iran              | 3151.644
03.03.2015   | Iraq                 | 3504.137
03.03.2015   | Kuwait               | 2858.685
03.03.2015   | Libya                | 400.31
03.03.2015   | Nigeria              | 1748.191
03.03.2015   | United Arab Emirates | 2988.885
03.03.2015   | Venezuela            | 2653.871
03.03.2016   | Algeria              | 1146.295
03.03.2016   | Angola               | 1721.62
03.03.2016   | Congo                | 225.008
03.03.2016   | Equatorial Guinea    | 163.205
03.03.2016   | Gabon                | 220.693
03.03.2016   | IR Iran              | 3651.298
03.03.2016   | Iraq                 | 4647.795
03.03.2016   | Kuwait               | 2954.265
03.03.2016   | Libya                | 388.945
03.03.2016   | Nigeria              | 1427.262
03.03.2016   | United Arab Emirates | 3088.284
03.03.2016   | Venezuela            | 2372.503
03.03.2017   | Algeria              | 1058.693
03.03.2017   | Angola               | 1632.238
03.03.2017   | Congo                | 262.73
03.03.2017   | Equatorial Guinea    | 128.6
03.03.2017   | Gabon                | 210.066
03.03.2017   | IR Iran              | 3867.315
03.03.2017   | Iraq                 | 4468.663
03.03.2017   | Kuwait               | 2704.236
03.03.2017   | Libya                | 807.594
03.03.2017   | Nigeria              | 1535.639
03.03.2017   | United Arab Emirates | 2966.526
03.03.2017   | Venezuela            | 2034.802
03.03.2020   | Algeria              | 898.738
03.03.2020   | Angola               | 1271.46
03.03.2020   | Congo                | 299.936
03.03.2020   | Equatorial Guinea    | 113.575
03.03.2020   | Gabon                | 207.419
03.03.2020   | IR Iran              | 1990.624
03.03.2020   | Iraq                 | 3996.617
03.03.2020   | Kuwait               | 2438.003
03.03.2020   | Libya                | 389.334
03.03.2020   | Nigeria              | 1493.226
03.03.2020   | United Arab Emirates | 2778.552
03.03.2020   | Venezuela            | 568.571
03.03.2021   | Algeria              | 910.877
03.03.2021   | Angola               | 1124.457
03.03.2021   | Congo                | 266.646
03.03.2021   | Equatorial Guinea    | 93.32
03.03.2021   | Gabon                | 181.168
03.03.2021   | IR Iran              | 2392.117
03.03.2021   | Iraq                 | 3971.367
03.03.2021   | Kuwait               | 2414.956
03.03.2021   | Libya                | 1207.091
03.03.2021   | Nigeria              | 1322.759
03.03.2021   | United Arab Emirates | 2717.603
03.03.2021   | Venezuela            | 636.0
03.03.2022   | Algeria              | 1020.258
03.03.2022   | Angola               | 1136.711
03.03.2022   | Congo                | 261.604
03.03.2022   | Equatorial Guinea    | 81.295
03.03.2022   | Gabon                | 190.547
03.03.2022   | IR Iran              | 2554.267
03.03.2022   | Iraq                 | 4452.528
03.03.2022   | Kuwait               | 2707.038
03.03.2022   | Libya                | 981.282
03.03.2022   | Nigeria              | 1137.913
03.03.2022   | United Arab Emirates | 3064.181
03.03.2022   | Venezuela            | 716.395
03.04.2006   | Algeria              | 1368.83
03.04.2006   | Angola               | 1384.6
03.04.2006   | Congo                | 260.388
03.04.2006   | Equatorial Guinea    | 281.781
03.04.2006   | Gabon                | 227.714
03.04.2006   | IR Iran              | 4072.6
03.04.2006   | Iraq                 | 1957.224687843193
03.04.2006   | Kuwait               | 2664.5
03.04.2006   | Libya                | 1751.186
03.04.2006   | Nigeria              | 2233.884
03.04.2006   | United Arab Emirates | 2568.0
03.04.2006   | Venezuela            | 3035.6
03.04.2007   | Algeria              | 1371.6
03.04.2007   | Angola               | 1694.6
03.04.2007   | Congo                | 219.46
03.04.2007   | Equatorial Guinea    | 296.237
03.04.2007   | Gabon                | 232.467
03.04.2007   | IR Iran              | 4030.7
03.04.2007   | Iraq                 | 2035.244
03.04.2007   | Kuwait               | 2574.5
03.04.2007   | Libya                | 1673.9
03.04.2007   | Nigeria              | 2059.262
03.04.2007   | United Arab Emirates | 2529.0
03.04.2007   | Venezuela            | 2981.923
03.04.2008   | Algeria              | 1356.0
03.04.2008   | Angola               | 1896.343
03.04.2008   | Congo                | 244.367
03.04.2008   | Equatorial Guinea    | 302.162
03.04.2008   | Gabon                | 228.279
03.04.2008   | IR Iran              | 4055.672
03.04.2008   | Iraq                 | 2280.538
03.04.2008   | Kuwait               | 2676.01
03.04.2008   | Libya                | 1721.484
03.04.2008   | Nigeria              | 2017.366
03.04.2008   | United Arab Emirates | 2572.2
03.04.2008   | Venezuela            | 2957.536
03.04.2009   | Algeria              | 1216.0
03.04.2009   | Angola               | 1738.884
03.04.2009   | Congo                | 271.763
03.04.2009   | Equatorial Guinea    | 262.488
03.04.2009   | Gabon                | 228.258
03.04.2009   | IR Iran              | 3557.083
03.04.2009   | Iraq                 | 2336.181
03.04.2009   | Kuwait               | 2261.61
03.04.2009   | Libya                | 1473.937
03.04.2009   | Nigeria              | 1841.984
03.04.2009   | United Arab Emirates | 2241.638
03.04.2009   | Venezuela            | 2878.06
03.04.2012   | Algeria              | 1199.795
03.04.2012   | Angola               | 1704.001
